emp_no,first_name,last_name,title,from_date,to_date
276074,Niranjan,Penz,Senior Staff,1994-10-24,1994-10-24
276143,Vishv,Hedayat,Senior Staff,1992-11-02,1992-11-02
276178,Jacqueline,Gerlach,Senior Engineer,1990-08-18,1990-08-18
276179,Stein,Matteis,Senior Engineer,2001-07-11,2001-07-11
276240,Aamod,Kitsuregawa,Senior Engineer,1996-08-15,9999-01-01
276244,Shigeichiro,Hofmeyr,Senior Engineer,1996-02-26,1996-02-26
276254,Saddek,Kalorkoti,Senior Engineer,1997-03-20,1997-03-20
276299,Frazer,Bierman,Senior Engineer,1992-04-28,1992-04-28
276327,Lijie,Kadhim,Senior Engineer,2000-03-20,1993-03-20
276360,Berry,Gerlach,Engineer,1998-05-22,1998-05-22
276403,Maria,Yurek,Technique Leader,1993-03-29,9999-01-01
276494,Xiaopeng,Ermel,Senior Engineer,1991-06-12,9999-01-01
276543,Georg,Vanwelkenhuysen,Engineer,1999-05-19,9999-01-01
276683,Jingling,Shackel,Senior Engineer,2002-02-24,1994-02-24
276685,Pradeep,Piveteau,Senior Staff,1994-12-14,1994-12-14
276720,Guadalupe,Solovay,Engineer,1996-11-01,1996-11-01
276837,Gina,Farrag,Senior Engineer,1998-07-01,1998-07-01
276944,Arlette,Picco,Senior Engineer,1987-12-18,9999-01-01
276947,Dinkar,Yoshizawa,Senior Staff,1999-06-06,9999-01-01
276981,Danai,Perfilyeva,Senior Engineer,1995-04-08,9999-01-01
277029,Fumiyo,Bade,Staff,1996-11-04,9999-01-01
277123,Miquel,Schnabel,Senior Staff,2000-04-23,2000-04-23
277153,Giap,Lindenbaum,Senior Engineer,1995-07-03,1995-07-03
277182,Alejandra,Comyn,Senior Staff,2000-01-14,2000-01-14
277276,Marsha,Figueira,Senior Engineer,1992-07-15,1992-07-15
277372,Koichi,Terkki,Senior Staff,1996-07-25,1996-07-25
277376,Indrajit,Unno,Senior Staff,2001-01-20,2001-01-20
277384,Hercules,Maliniak,Senior Engineer,1993-03-06,1993-03-06
277442,Hirochika,Pero,Senior Engineer,1996-11-03,1996-11-03
277502,Selwyn,Rossi,Staff,2000-01-28,9999-01-01
277580,Jaques,Schaar,Senior Engineer,1994-11-15,1994-11-15
277588,Kensei,Guerreiro,Senior Staff,1992-01-27,1992-01-27
277608,Vasilis,Pettis,Senior Staff,1997-07-23,1997-07-23
277621,Shin,Lorch,Senior Engineer,1986-09-23,9999-01-01
277633,Rimli,Solares,Senior Staff,1997-12-15,1997-12-15
277655,Kien,Setia,Technique Leader,1985-03-06,9999-01-01
277661,Hilari,Bednarek,Senior Engineer,1994-05-05,1994-05-05
277729,Shirish,Nanard,Senior Staff,2002-05-19,2002-05-19
277789,Katsuyuki,Aloisi,Senior Engineer,1995-04-15,1995-04-15
277804,Chikara,Kolvik,Senior Engineer,1994-05-07,1994-05-07
277869,Berto,Kakkar,Senior Engineer,2002-06-22,2002-06-22
277892,Pintsang,Heyers,Senior Engineer,2002-03-16,1997-03-16
277909,Supot,Boyle,Senior Engineer,1993-02-07,1993-02-07
277916,Satoru,Cullers,Engineer,1997-08-22,9999-01-01
278031,Marco,Chandrasekhar,Senior Staff,1991-08-15,1991-08-15
278083,Georg,Pollock,Senior Engineer,1995-11-04,1995-11-04
278112,Paddy,Ginneken,Senior Staff,1996-04-06,1996-04-06
278243,Werner,Roison,Senior Engineer,1992-06-17,1992-06-17
278267,Patricia,Sichman,Senior Staff,1987-02-19,9999-01-01
278280,Adib,Shiratori,Senior Staff,1995-10-04,1995-10-04
278285,Ronghao,Fairtlough,Senior Staff,1996-03-22,1996-03-22
278290,Shigeaki,Millington,Senior Engineer,1996-10-22,1996-10-22
278308,Sadun,Velasco,Senior Staff,1994-09-03,1994-09-03
278360,Gregory,Bottner,Senior Staff,1988-06-27,9999-01-01
278422,Peer,Zeleznik,Senior Staff,1988-07-30,9999-01-01
278445,Kamakshi,Improta,Senior Staff,1992-07-07,1992-07-07
278446,Sachio,Carrere,Engineer,1998-12-22,9999-01-01
278456,Xuedong,Shackel,Senior Staff,1996-10-01,1996-10-01
278479,Goa,Simmen,Engineer,1994-05-02,9999-01-01
278510,Gil,Baak,Engineer,1996-08-23,9999-01-01
278610,Akeno,Benzmuller,Senior Staff,2000-01-23,9999-01-01
278624,Rimli,Demizu,Senior Staff,1996-12-18,1996-12-18
278715,Amstein,Schaft,Engineer,1999-03-06,9999-01-01
278771,Mikhail,Henders,Senior Staff,1990-11-28,1990-11-28
278860,Fay,Emiris,Engineer,1996-03-01,9999-01-01
278873,Qunsheng,Vecchio,Technique Leader,1985-11-28,9999-01-01
278885,Akeno,Birch,Senior Staff,1996-01-30,1996-01-30
278886,Divier,Escriba,Senior Staff,1993-03-23,1993-03-23
278918,Sadun,DiGiano,Technique Leader,1996-04-30,9999-01-01
278943,Masaki,Shimshoni,Senior Staff,1992-08-23,1992-08-23
278949,Frazer,Rosenbaum,Senior Staff,1988-12-27,9999-01-01
278996,Shigeu,Kaltofen,Senior Engineer,1992-05-24,1992-05-24
279003,Chinhyun,Hofting,Senior Engineer,1985-02-23,9999-01-01
279009,Taiji,Brookman,Senior Staff,1995-12-10,1995-12-10
279018,Constantino,Mellouli,Senior Engineer,1993-02-01,1993-02-01
279079,Adly,Koblitz,Senior Staff,2001-06-04,2001-06-04
279143,Marl,Krohm,Senior Engineer,1993-06-03,1993-06-03
279162,Reinhard,Kavraki,Engineer,1999-10-14,9999-01-01
279169,Billur,Sidhu,Technique Leader,1994-06-10,9999-01-01
279226,Isaac,Gopalakrishnan,Senior Staff,2002-02-20,2002-02-20
279234,Gonzalo,Diderrich,Senior Staff,1996-10-06,1996-10-06
279308,Ziva,Kopetz,Senior Engineer,1996-08-18,9999-01-01
279342,Babette,Orlowska,Senior Engineer,1996-10-19,1996-10-19
279349,Cullen,Shanbhogue,Senior Engineer,1992-12-28,1992-12-28
279386,Parto,Verspoor,Senior Staff,1995-05-18,1995-05-18
279435,Mayumi,Wilharm,Engineer,1997-09-10,1997-09-10
279436,Fun,Setiz,Senior Engineer,1985-08-03,9999-01-01
279440,Shin,Hebden,Staff,1995-09-05,9999-01-01
279446,Basant,Jansch,Senior Staff,1990-09-20,9999-01-01
279528,Rosita,Szilard,Technique Leader,1995-03-04,9999-01-01
279535,Domenico,Sullins,Senior Engineer,1988-07-14,9999-01-01
279541,Tsutomu,Felder,Senior Staff,1995-10-14,1995-10-14
279553,Elzbieta,Brlek,Senior Staff,1994-05-04,1994-05-04
279618,Eben,Cannata,Senior Engineer,1986-01-19,9999-01-01
279620,Suzette,Erbe,Engineer,1999-07-19,1999-07-19
279642,Feipei,Besancenot,Engineer,2002-02-08,2002-02-08
279649,Rajmohan,Dolinsky,Senior Staff,1993-05-17,1993-05-17
279657,Mayuko,Kavraki,Senior Engineer,1997-01-24,1997-01-24
279729,Gully,Masada,Senior Engineer,1996-03-28,1996-03-28
279740,Sachio,Molenaar,Senior Engineer,1988-04-08,9999-01-01
279762,Rildo,Bael,Senior Staff,1985-03-23,9999-01-01
279776,Mohammed,Moehrke,Senior Staff,1992-06-09,1992-06-09
279832,Kristen,Vural,Senior Engineer,1995-04-22,1995-04-22
279868,Hidekazu,Schiper,Senior Engineer,1987-10-06,9999-01-01
279910,Yongmin,Snyers,Technique Leader,1988-02-09,9999-01-01
279917,Jaroslava,Selenyi,Senior Staff,1996-07-14,1996-07-14
280038,Gunilla,Luks,Senior Staff,2000-07-06,2000-07-06
280117,Janalee,Stanger,Senior Engineer,1999-02-26,1999-02-26
280137,Cullen,Ruther,Technique Leader,1985-07-12,9999-01-01
280171,Rasikan,Condotta,Senior Staff,1999-03-27,1999-03-27
280197,Panayotis,Fordan,Technique Leader,1992-12-30,9999-01-01
280216,Lene,McDermid,Senior Staff,1996-11-26,1996-11-26
280229,Tooru,Fiutem,Senior Engineer,1995-08-13,1995-08-13
280325,Masato,Carrera,Senior Engineer,1995-12-25,1995-12-25
280355,Xiaoqiu,Stroustrup,Senior Staff,1996-08-18,1996-08-18
280361,Shooichi,Hiltgen,Senior Engineer,2000-11-14,2000-11-14
280370,Mayuko,Vesel,Senior Engineer,1994-03-21,1994-03-21
280430,Sudharsan,Syrotiuk,Senior Engineer,1998-10-26,1992-10-26
280448,Theron,Aamodt,Senior Staff,1994-03-16,1994-03-16
280512,Sumant,Trelles,Senior Staff,2002-02-07,2002-02-07
280534,Oscal,Nilsson,Senior Staff,1994-09-13,1994-09-13
280595,Frazer,Kitsuregawa,Senior Engineer,1997-04-03,1997-04-03
280609,Elrique,Khasidashvili,Senior Engineer,1992-12-23,1992-12-23
280651,Yakichi,Seghrouchni,Senior Engineer,1998-11-15,9999-01-01
280686,Jingling,Choobineh,Senior Engineer,1999-03-14,1999-03-14
280687,Sakthirel,Lodder,Technique Leader,1988-06-30,9999-01-01
280746,Taizo,Molenkamp,Senior Staff,1991-04-16,1991-04-16
280756,Nahum,Nitto,Senior Engineer,1991-03-03,9999-01-01
280764,Fumiyo,Minakawa,Senior Engineer,1994-01-02,1994-01-02
280796,Shigenori,Lundstrom,Senior Engineer,1993-06-13,1993-06-13
280827,Kwangjo,Krybus,Senior Staff,1996-08-16,1996-08-16
280883,Shao,Compeau,Technique Leader,1988-08-21,9999-01-01
280908,Yunming,Segond,Senior Engineer,1994-06-15,1994-06-15
280910,Arve,Dehkordi,Staff,1998-09-22,9999-01-01
280923,Uno,Silva,Senior Staff,1988-06-03,9999-01-01
280927,Zhenhua,Muniz,Senior Engineer,1995-02-02,1995-02-02
280933,Jianhao,Dalphin,Senior Staff,1991-09-29,1991-09-29
280949,Make,Setiz,Senior Engineer,1994-04-24,1994-04-24
280954,Raimond,Cappelletti,Senior Staff,1996-09-09,1996-09-09
280955,Mona,Anido,Senior Staff,1986-02-20,9999-01-01
281058,Miomir,Bressoud,Assistant Engineer,1999-01-19,9999-01-01
281071,Utpal,Bednarek,Senior Staff,1986-11-26,9999-01-01
281074,Kendra,Xiaoshan,Senior Engineer,1993-10-06,1993-10-06
281118,Munir,Leaver,Senior Staff,2002-07-10,2002-07-10
281159,Sakthirel,Bernardinello,Engineer,1997-04-01,9999-01-01
281170,Abdulah,Dulli,Technique Leader,1994-10-09,9999-01-01
281213,Kellyn,Staylopatis,Senior Engineer,2000-11-24,1993-11-24
281261,Shuichi,Molberg,Senior Staff,1997-07-31,1997-07-31
281282,Mohd,Fadgyas,Senior Staff,1997-06-11,1997-06-11
281299,Jianhui,Herber,Senior Engineer,1994-08-09,1994-08-09
281378,Denny,Denos,Senior Engineer,1992-02-04,9999-01-01
281385,Georgi,Oxenboll,Senior Staff,1996-09-04,1996-09-04
281400,Kristen,Lores,Senior Engineer,1987-08-18,9999-01-01
281416,Sadun,Kuzuoka,Senior Staff,1997-01-31,1997-01-31
281462,Katsuo,Shiratori,Staff,1996-12-15,9999-01-01
281467,Gennady,Brandsma,Senior Staff,1985-03-16,9999-01-01
281505,Babette,Baer,Senior Staff,1986-01-21,9999-01-01
281540,Karoline,Gelosh,Senior Staff,1994-12-17,1994-12-17
281548,Yishay,Lichtner,Senior Staff,1992-04-10,1992-04-10
281606,Lakshmi,Farris,Senior Staff,1994-09-22,1994-09-22
281697,Nirmal,Rusterholz,Senior Staff,1990-07-10,1990-07-10
281706,Sangeeta,Vecchio,Senior Engineer,1994-10-09,1994-10-09
281716,Arumugam,Collavizza,Technique Leader,1999-06-04,9999-01-01
281730,Jordanka,Axelband,Senior Staff,1992-02-19,1992-02-19
281743,Mitchel,Beeson,Senior Engineer,2000-08-27,2000-08-27
281768,Eckart,Beausoleil,Senior Staff,1998-04-15,1998-04-15
281781,Alois,Journel,Senior Engineer,2001-05-18,2001-05-18
281817,Turgut,Chiodo,Senior Engineer,1995-04-13,1995-04-13
281864,Howell,Dymetman,Senior Engineer,1993-08-26,1993-08-26
281877,Mana,Murthy,Senior Engineer,1993-02-28,1993-02-28
281928,Lidong,Gewali,Senior Staff,1993-03-01,1993-03-01
281939,Demos,Biran,Senior Engineer,1997-07-09,1997-07-09
281968,Byong,Mayerwieser,Engineer,1997-02-27,9999-01-01
281975,Marl,Bondorf,Senior Engineer,1992-10-06,1992-10-06
282002,Franziska,Eickenmeyer,Senior Staff,1994-03-24,1994-03-24
282023,Piyush,Trogemann,Senior Staff,1997-07-30,1997-07-30
282045,Ewing,Rahimi,Senior Staff,1994-02-13,1994-02-13
282056,Sukumar,Litecky,Senior Engineer,1992-07-22,1992-07-22
282204,Ulises,Schneeberger,Senior Staff,1993-09-27,1993-09-27
282251,Anoosh,Valtorta,Senior Staff,1992-09-14,1992-09-14
282252,Yurij,Andreotta,Engineer,1994-09-24,1994-09-24
282273,Sachem,Matzen,Senior Engineer,1992-12-22,9999-01-01
282290,Otmar,Ozeki,Senior Staff,1991-08-03,1991-08-03
282317,Taegyun,Llado,Engineer,1997-07-14,9999-01-01
282329,Kazuhito,Lamba,Senior Engineer,1995-06-14,1995-06-14
282347,Shuky,Radivojevic,Senior Staff,1995-01-23,1995-01-23
282348,Saddek,Oxenboll,Technique Leader,1985-11-19,9999-01-01
282408,Shaowen,Beilner,Senior Staff,1987-08-18,9999-01-01
282470,Chrisa,Pagter,Senior Engineer,1993-12-07,1993-12-07
282504,Harngdar,Pavlopoulou,Senior Staff,1987-04-26,9999-01-01
282508,Juyoung,Merel,Senior Engineer,2001-05-04,1993-05-04
282519,Boguslaw,Sundgren,Senior Engineer,1993-06-28,1993-06-28
282630,Adin,Gimbel,Senior Engineer,1993-03-05,1993-03-05
282633,Boriana,Poulakidas,Senior Engineer,1995-07-10,1995-07-10
282683,Danny,Biran,Senior Staff,1994-10-28,1994-10-28
282713,Sedat,Hertweck,Senior Engineer,1998-06-12,1992-06-12
282776,Kenroku,Angelopoulos,Senior Staff,1994-04-07,1994-04-07
282820,Leucio,Pietracaprina,Senior Engineer,1993-05-30,1993-05-30
282834,Bodo,Reeken,Senior Staff,2002-03-16,2002-03-16
282905,Dayanand,Escriba,Senior Staff,1988-12-21,9999-01-01
282979,Shen,Steinauer,Engineer,2000-08-29,2000-08-29
283003,Kotesh,Pollock,Senior Staff,1985-11-09,9999-01-01
283019,Narain,Aingworth,Senior Engineer,1995-05-09,1995-05-09
283022,Doowon,Chenney,Senior Engineer,1995-06-14,1995-06-14
283026,Khaled,Hegner,Senior Engineer,1991-08-03,1991-08-03
283106,Ortrud,Munos,Senior Staff,1996-01-10,1996-01-10
283110,Akeel,Leuchs,Senior Engineer,1993-07-29,9999-01-01
283153,Kwangjo,Klyachko,Senior Staff,1990-06-01,1990-06-01
283225,Ult,Duclos,Staff,2000-01-21,9999-01-01
283227,Nagui,Sullins,Senior Staff,1991-05-22,1991-05-22
283292,Shaowei,Krogh,Senior Engineer,1992-10-23,1992-10-23
283303,Domenick,Baez,Senior Staff,2001-02-06,2001-02-06
283323,Masami,Wiegley,Senior Engineer,1996-07-09,1996-07-09
283337,TRUE,Bernatsky,Senior Engineer,1994-04-23,1994-04-23
283349,Elgin,Zolotykh,Senior Engineer,1994-03-15,1994-03-15
283400,Shim,Polupanov,Senior Staff,1991-03-01,1991-03-01
283415,Serap,Melski,Senior Engineer,1998-09-10,1992-09-10
283438,Heekeun,Nastansky,Senior Engineer,1993-12-27,1993-12-27
283601,Uno,Cunliffe,Senior Engineer,1991-04-19,9999-01-01
283602,Jixiang,Rodham,Engineer,1999-06-30,9999-01-01
283653,Neelam,Camurati,Senior Staff,1992-01-31,1992-01-31
283691,Licheng,Reinhart,Senior Engineer,1987-05-15,9999-01-01
283740,Stella,Selenyi,Senior Staff,1996-04-24,1996-04-24
283826,Yahiko,Kaelbling,Senior Engineer,1993-02-07,1993-02-07
283829,Along,Niizuma,Senior Staff,1988-01-16,9999-01-01
283855,Yuchang,Klassen,Senior Engineer,1996-11-13,1991-11-14
283920,Tomoyuki,Demian,Staff,1996-06-25,9999-01-01
283934,Boutros,Emden,Engineer,1997-04-12,9999-01-01
283948,Mats,Vanwelkenhuysen,Senior Staff,1995-09-24,1995-09-24
283949,Ioana,Kroft,Senior Staff,1994-07-17,1994-07-17
283950,Danco,Esposito,Senior Engineer,2000-08-02,2000-08-02
283980,Shahab,Herbst,Senior Engineer,1995-03-06,1995-03-06
283991,Leon,Conia,Senior Staff,1987-10-07,9999-01-01
284010,Maia,Danley,Senior Engineer,2001-01-02,1995-01-03
284067,Radhika,Gruenwald,Senior Engineer,1996-12-22,1996-12-22
284073,Kazunori,Marakhovsky,Senior Engineer,1992-08-04,1992-08-04
284081,Deniz,Kampfer,Staff,1999-02-17,9999-01-01
284088,Katsuyuki,DasSarma,Engineer,1999-04-13,1999-04-13
284195,Mona,Bouloucos,Senior Staff,2001-09-01,2001-09-01
284248,Uta,Thimonier,Senior Staff,2000-04-26,2000-04-26
284250,Munehiko,Baby,Senior Staff,1996-12-11,1996-12-11
284304,Nirmal,Malabarba,Engineer,1997-09-28,9999-01-01
284343,Jeanne,Velardi,Senior Engineer,2001-12-09,2001-12-09
284385,Xiaocheng,Marletta,Staff,1999-04-09,9999-01-01
284394,Collette,Fontet,Senior Engineer,1992-12-14,1992-12-14
284465,Aria,Rosiles,Engineer,1998-12-18,9999-01-01
284559,Danny,Sooriamurthi,Senior Engineer,1999-12-08,1992-12-07
284560,Adin,Valiente,Staff,1996-05-22,9999-01-01
284573,Fei,Siksek,Senior Engineer,1987-09-06,9999-01-01
284622,Deborah,Worfolk,Senior Staff,1988-12-14,9999-01-01
284637,Odoardo,Avouris,Senior Staff,1992-02-19,1992-02-19
284652,Pranas,Compeau,Senior Engineer,1986-10-02,9999-01-01
284669,Genevieve,Tagansky,Engineer,1999-01-30,9999-01-01
284696,Rasikan,Basart,Staff,1994-09-16,9999-01-01
284705,Gila,Anandan,Senior Engineer,1993-04-04,1993-04-04
284728,Aris,Legleitner,Senior Staff,1995-10-13,1995-10-13
284809,Tru,Danner,Senior Engineer,2002-04-30,2002-04-30
284847,Shugo,Seghrouchni,Senior Engineer,1996-11-16,1996-11-16
285002,Turgut,Ranai,Senior Engineer,2002-07-06,2002-07-06
285017,Hideyuki,Tibblin,Senior Engineer,1998-09-23,1998-09-23
285025,Otmar,Kuszyk,Senior Staff,1996-09-14,1996-09-14
285065,Adas,Hitomi,Senior Engineer,1993-08-08,1993-08-08
285077,Berna,Hofman,Senior Engineer,1992-07-30,1992-07-30
285106,Cedric,Siepmann,Senior Engineer,1993-06-04,1993-06-04
285137,Bluma,Ohori,Senior Engineer,1993-03-03,1993-03-03
285146,Sachio,Birke,Senior Staff,1993-08-31,1993-08-31
285150,Zejun,Chinal,Senior Staff,1990-12-01,1990-12-01
285203,Domenick,Hasenauer,Senior Staff,1987-11-15,9999-01-01
285223,Alois,Pusterhofer,Senior Engineer,1990-06-19,1990-06-19
285271,Marjo,Esteva,Senior Engineer,2001-10-09,2001-10-09
285297,Huai,Czap,Senior Engineer,1992-12-09,1992-12-09
285348,Jianhui,Bardell,Senior Engineer,2002-05-24,2002-05-24
285400,Aluzio,Pollock,Senior Engineer,1989-05-02,9999-01-01
285416,Pranav,Nivat,Staff,1995-02-07,9999-01-01
285429,Amabile,Kavvadias,Senior Engineer,1995-11-12,1995-11-12
285442,Christoph,Benaini,Senior Staff,1997-03-02,1997-03-02
285470,Gill,Turnbull,Senior Staff,1985-09-25,9999-01-01
285513,Adin,Kamber,Technique Leader,1989-10-02,9999-01-01
285551,Zita,Erie,Senior Staff,1992-03-14,1992-03-14
285559,Sanjai,Boguraev,Staff,1998-05-07,9999-01-01
285560,Shigehito,Barinka,Senior Engineer,1987-07-19,9999-01-01
285572,Huiqun,Monarch,Senior Engineer,2001-07-03,1994-07-03
285592,Kensyu,Beeson,Senior Staff,1992-12-01,1992-12-01
285649,Gian,Ranai,Engineer,2000-01-06,9999-01-01
285664,Satyanarayana,Nannarelli,Senior Engineer,1997-10-01,1997-10-01
285673,Arnould,Chaudhury,Technique Leader,1986-11-24,9999-01-01
285675,Deborah,Orsini,Senior Staff,1999-07-28,9999-01-01
285677,Tsutomu,Luke,Senior Engineer,1993-06-15,1993-06-15
285680,Younwoo,Lieberherr,Senior Engineer,1992-01-22,1992-01-22
285688,Xinan,Itzfeldt,Senior Staff,1996-04-03,1996-04-03
285728,Charlene,Papastamatiou,Senior Staff,1992-05-28,1992-05-28
285741,Kitty,Raney,Senior Staff,1993-09-20,1993-09-20
285766,Hsiangchu,Auyong,Senior Engineer,1994-10-31,1994-10-31
285934,Zhilian,Antonakopoulos,Staff,1996-02-25,9999-01-01
285986,Maia,Erez,Senior Staff,1994-08-30,1994-08-30
286000,Tonny,Eugenio,Staff,1994-08-24,9999-01-01
286016,Shigehito,Peha,Senior Staff,1994-10-28,1994-10-28
286084,Adil,Swist,Senior Staff,1994-11-15,1994-11-15
286090,Shaw,Sewelson,Senior Staff,1992-06-18,1992-06-18
286110,Khedija,Bazelow,Engineer,1999-02-28,9999-01-01
286117,Horward,Suri,Senior Engineer,1994-12-08,1994-12-08
286128,Eckart,Mitsuhashi,Senior Staff,1991-04-05,1991-04-05
286157,Claude,Rosenbaum,Senior Engineer,1992-04-22,1992-04-22
286171,Zhensheng,Hettesheimer,Senior Staff,1987-06-30,9999-01-01
286195,Karlis,Hofting,Senior Staff,1998-04-04,1998-04-04
286206,King,Ulupinar,Engineer,1998-02-01,9999-01-01
286218,Yoshimitsu,Decleir,Senior Engineer,1991-02-10,1991-02-10
286221,Shahaf,Figueira,Senior Staff,1990-06-10,1990-06-10
286288,Fayez,Huhdanpaa,Senior Engineer,1992-02-09,9999-01-01
286363,Brigham,Tsukuda,Senior Engineer,1999-02-28,1993-02-28
286374,Subbu,Buchter,Senior Engineer,1995-09-17,1995-09-17
286402,Giordano,Uehara,Staff,1996-04-19,9999-01-01
286440,Aleksandar,Huttel,Senior Engineer,1999-06-08,1999-06-08
286449,Randi,Khalid,Senior Engineer,1986-05-23,9999-01-01
286477,Kazuhiro,Speel,Senior Staff,1991-07-11,1991-07-11
286485,Heeju,Wiegley,Senior Staff,1993-05-24,1993-05-24
286489,Fumiko,Arlazarov,Senior Engineer,1995-04-07,1995-04-07
286526,Ulises,Dengi,Senior Engineer,2001-08-22,2001-08-22
286562,Reuven,Azevdeo,Senior Staff,1993-11-04,1993-11-04
286583,Khue,Klassen,Senior Engineer,2000-11-04,2000-11-04
286598,Yuuichi,Rissland,Senior Engineer,1998-10-22,1998-10-22
286607,Gianluca,Reeker,Technique Leader,1985-10-10,9999-01-01
286771,Make,Alblas,Senior Engineer,1992-05-01,9999-01-01
286827,Yunming,Merey,Senior Staff,1990-10-26,9999-01-01
286841,Hidekazu,Zobel,Senior Staff,1999-05-21,1999-05-21
286893,Parke,Yurek,Senior Staff,1992-07-02,1992-07-02
286914,Nalini,Bierbaum,Senior Staff,1993-11-17,1993-11-17
287033,Pradeep,Pettey,Senior Staff,1996-10-27,1996-10-27
287042,Constantino,Schwartzbauer,Senior Engineer,1992-10-25,1992-10-25
287076,Almudena,Harnett,Senior Staff,1997-08-30,1997-08-30
287131,Vasiliy,Ghazalie,Senior Staff,1989-09-23,9999-01-01
287163,Vugranam,Verhaegen,Senior Engineer,1997-03-13,1997-03-13
287167,Qunsheng,Toyoshima,Senior Engineer,1993-12-23,1993-12-23
287181,Mariusz,Schade,Senior Staff,1994-05-19,1994-05-19
287231,Yifei,Shiratori,Senior Staff,1994-10-12,1994-10-12
287238,Yoshimitsu,Nooteboom,Senior Engineer,1995-10-25,1995-10-25
287247,Temple,Michaeli,Senior Engineer,2002-03-28,2002-03-28
287249,Richara,Gopalakrishnan,Senior Staff,1992-08-25,1992-08-25
287302,Shawna,Tchuente,Senior Staff,1994-07-22,1994-07-22
287318,Nikolaos,Kossowski,Engineer,1995-03-04,9999-01-01
287388,Zongyan,Mahnke,Staff,1998-06-25,9999-01-01
287501,Danai,Thebaut,Senior Staff,1994-01-25,1994-01-25
287514,Nagui,Kamber,Staff,1997-12-26,9999-01-01
287519,Shunichi,Marciano,Senior Staff,2000-03-26,2000-03-26
287605,Masanao,Hebden,Senior Engineer,1985-08-24,9999-01-01
287665,Shalesh,Snyers,Technique Leader,1989-06-02,9999-01-01
287679,Krister,Hebert,Senior Engineer,1993-06-08,1993-06-08
287716,Babette,Molberg,Senior Staff,1993-06-06,1993-06-06
287803,Felicidad,Waymire,Engineer,1996-04-28,1996-04-28
287824,Yechezkel,Zaccaria,Technique Leader,1987-09-13,9999-01-01
287837,Nobuyoshi,Businaro,Senior Engineer,1996-02-06,9999-01-01
287839,Teunis,Tyugu,Engineer,1996-10-03,1996-10-03
287848,Chaosheng,Stroustrup,Senior Engineer,2000-08-13,2000-08-13
287877,Duro,Trumbly,Senior Engineer,1995-11-17,1990-11-17
287886,Boaz,Khalid,Senior Staff,1992-04-19,1992-04-19
287900,Steve,Busillo,Senior Staff,1997-03-10,1997-03-10
287901,Selwyn,Huxford,Senior Engineer,1985-04-22,9999-01-01
287917,Barry,Rindone,Senior Engineer,1986-06-19,9999-01-01
287988,Mohua,Pintelas,Staff,1997-02-24,9999-01-01
288011,Naftali,Veccia,Senior Engineer,1999-08-29,9999-01-01
288014,Nitsan,Ranft,Senior Engineer,2000-01-31,2000-01-31
288057,Alejandro,Ozeri,Senior Engineer,1991-01-12,1991-01-12
288075,Nectarios,Aloia,Technique Leader,1987-08-13,9999-01-01
288156,Barry,Borstler,Senior Staff,1987-05-08,9999-01-01
288202,Heekeun,Yavatkar,Senior Staff,1990-05-15,1990-05-15
288274,Selwyn,Alblas,Senior Staff,1993-06-15,1993-06-15
288318,Tiina,Naudin,Senior Engineer,1995-09-26,1995-09-26
288339,Godehard,Takanami,Staff,1997-08-22,9999-01-01
288345,Tuval,Lamparter,Senior Staff,1990-07-25,9999-01-01
288393,Bernd,Lakshmanan,Senior Staff,1986-11-23,9999-01-01
288485,Nigel,Rosenbaum,Senior Engineer,1987-04-19,9999-01-01
288514,Dines,Potthoff,Senior Engineer,1994-12-27,1994-12-27
288557,Ingmar,Vidya,Senior Staff,1994-12-27,1994-12-27
288577,Shin,Granlund,Engineer,1999-04-12,9999-01-01
288581,Chirstian,Granlund,Senior Staff,1996-10-01,1996-10-01
288639,Shooichi,Rehfuss,Senior Staff,1999-07-04,9999-01-01
288641,Xiahua,Thisen,Senior Staff,1994-10-22,1994-10-22
288658,Giordano,Halloran,Senior Staff,1995-03-16,1995-03-16
288698,Abdelwaheb,Penz,Technique Leader,1988-01-21,9999-01-01
288705,Carrsten,Farrag,Senior Engineer,2000-12-01,2000-12-01
288716,Ulises,Xiaoshan,Senior Staff,1987-09-03,9999-01-01
288721,Ohad,Panwar,Senior Engineer,1999-06-10,1993-06-10
288801,Otmar,Birge,Senior Staff,1993-10-30,1993-10-30
288847,Guenter,Kalafatis,Senior Staff,1994-08-25,1994-08-25
288897,Venkatesan,Valtorta,Senior Engineer,1993-02-06,1993-02-06
288973,Xinyu,Kaiser,Senior Staff,1995-08-07,1995-08-07
288992,Gregory,Granlund,Senior Staff,1987-11-25,9999-01-01
289107,Holgard,Luef,Senior Staff,2001-08-18,2001-08-18
289182,Gio,Nicolson,Senior Staff,2002-07-31,2002-07-31
289281,Basant,Mondadori,Senior Engineer,1992-04-02,1992-04-02
289295,Shuzo,Barriga,Senior Staff,1991-01-24,9999-01-01
289302,Mani,Lampe,Senior Staff,1994-06-25,1994-06-25
289348,Indrajit,Jervis,Senior Staff,1995-08-19,1995-08-19
289350,Xudong,Kabayashi,Senior Staff,1992-04-04,1992-04-04
289585,Guther,Pappas,Senior Engineer,1995-01-25,1995-01-25
289616,Mark,Fasbender,Senior Engineer,1993-07-02,1993-07-02
289619,Jiafu,Mundy,Senior Staff,1995-05-28,1995-05-28
289686,Ortrun,Rajala,Senior Staff,1997-06-21,1997-06-21
